comic_id,A1Q1,A1Q2,A1Q3,A1Q4,A1Q5,A2Q1,A2Q2,A2Q3,A2Q4,A2Q5,A3Q1,A3Q2,A3Q3,A3Q4,A3Q5,A4Q1,A4Q2,A4Q3,A4Q4,A4Q5,A5Q1,A5Q2,A5Q3,A5Q4,A5Q5,A6Q1,A6Q2,A6Q3,A6Q4,A6Q5,A7Q1,A7Q2,A7Q3,A7Q4,A7Q5,A8Q1,A8Q2,A8Q3,A8Q4,A8Q5,A9Q1,A9Q2,A9Q3,A9Q4,A9Q5,A10Q1,A10Q2,A10Q3,A10Q4,A10Q5,A11Q1,A11Q2,A11Q3,A11Q4,A11Q5,A12Q1,A12Q2,A12Q3,A12Q4,A12Q5
smbc_1671,,,,,,,,,,,['Yes'],['Absent'],['4'],"['Text', 'Visual']","['Surprise', 'Dark']",['Yes'],['Absent'],['4'],"['Text', 'Visual']","['Personification', 'Exaggeration', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_1876,,,,,,,,,,,['Yes'],['Absent'],['9'],"['Text', 'Visual']","['Surprise', 'Exaggeration', 'Comparison', 'Dark']",['Yes'],['Absent'],['9'],"['Text', 'Visual']","['Surprise', 'Exaggeration', 'Comparison', 'Dark']",,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['9'],"['Text', 'Visual']","['Surprise', 'Exaggeration', 'Dark', 'Comparison']",,,,,,,,,,
smbc_1908,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],"['Present, contribute']",['1'],['Text'],"['Exaggeration', 'Silliness', 'Surprise', 'Dark']",,,,,,['Yes'],"['Present, contribute']",['1'],"['Text', 'Visual']",['Exaggeration'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_1950,,,,,,,,,,,['Yes'],['Absent'],['3'],['Text'],['Surprise'],['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Personification', 'Exaggeration', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_1991,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Silliness'],['Yes'],['Absent'],['1'],['Text'],['Silliness'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_2085,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Comparison'],['Yes'],['Absent'],['1'],['Text'],"['Comparison', 'Personification', 'Sarcasm', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_2175,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Comparison', 'Surprise', 'Dark']",,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Comparison', 'Silliness']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_2264,,,,,,,,,,,['Yes'],['Absent'],['4'],"['Text', 'Visual']","['Silliness', 'Surprise']",['Yes'],['Absent'],['4'],"['Text', 'Visual']","['Silliness', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_2312,,,,,,,,,,,['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Silliness', 'Surprise']",['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Silliness', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_2417,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['3'],"['Text', 'Visual']",['Personification'],,,,,,['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Exaggeration', 'Comparison', 'Personification']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_2504,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],"['Present, do not contribute']",['3'],['Visual'],"['Surprise', 'Dark']",,,,,,['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Surprise', 'Exaggeration', 'Dark']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_2594,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['3'],['Text'],"['Comparison', 'Surprise']",,,,,,['Yes'],['Absent'],['3'],['Text'],"['Comparison', 'Exaggeration']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_2640,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['2'],['Text'],"['Comparison', 'Surprise', 'Dark']",,,,,,['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Surprise', 'Exaggeration', 'Dark', 'Comparison']",,,,,,,,,,,,,,,,['Yes'],['Absent'],['2'],['Text'],"['Surprise', 'Comparison', 'Dark']",,,,,,,,,,
smbc_2666,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Personification'],['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Comparison', 'Personification', 'Surprise', 'Dark']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_2698,,,,,,,,,,,['Yes'],['Absent'],['5'],"['Text', 'Visual']",['Surprise'],['Yes'],['Absent'],['5'],"['Text', 'Visual']",['Surprise'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_2758,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Silliness'],['Yes'],['Absent'],['1'],['Text'],['Silliness'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_2814,,,,,,,,,,,['Yes'],['Absent'],['3'],"['Text', 'Visual']",['Comparison'],['Yes'],['Absent'],['3'],['Text'],"['Comparison', 'Exaggeration', 'Pun', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_2864,,,,,,,,,,,['Yes'],['Absent'],['4'],"['Text', 'Visual']",['Dark'],['Yes'],['Absent'],['4'],"['Text', 'Visual']",['Dark'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_2919,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Silliness'],['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Comparison', 'Silliness', 'Surprise', 'Dark']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_2952,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['1'],['Text'],"['Comparison', 'Exaggeration', 'Surprise']",,,,,,['Yes'],['Absent'],['1'],['Text'],"['Comparison', 'Exaggeration']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_3001,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Comparison', 'Exaggeration', 'Silliness', 'Surprise']",,,,,,['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Comparison', 'Exaggeration']",,,,,,,,,,,,,,,,['Yes'],"['Present, do not contribute']",['2'],"['Text', 'Visual']","['Exaggeration', 'Comparison']",,,,,,,,,,
smbc_3043,,,,,,,,,,,['Yes'],['Absent'],['3'],"['Text', 'Visual']",['Surprise'],['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Comparison', 'Pun', 'Sarcasm', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_3128,,,,,,,,,,,['Yes'],['Absent'],['6'],['Text'],['Dark'],['Yes'],['Absent'],['6'],"['Text', 'Visual']","['Comparison', 'Surprise', 'Dark']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_3191,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Exaggeration', 'Silliness']",['Yes'],['Absent'],['1'],['Text'],"['Comparison', 'Exaggeration', 'Pun', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_3251,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Surprise']",,,,,,['Yes'],['Absent'],['1'],['Text'],['Exaggeration'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_3289,,,,,,,,,,,['Yes'],"['Present, contribute']",['2'],"['Text', 'Visual']",['Dark'],['Yes'],"['Present, contribute']",['2'],"['Text', 'Visual']","['Personification', 'Surprise', 'Dark']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_3341,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['1'],['Text'],"['Comparison', 'Sarcasm', 'Surprise']",,,,,,['Yes'],['Absent'],['1'],['Text'],"['Comparison', 'Exaggeration']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_3383,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Dark'],['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Surprise', 'Dark']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_3531,,,,,,,,,,,['Yes'],"['Present, contribute']",['3'],"['Text', 'Visual']",['Surprise'],['Yes'],"['Present, contribute']",['3'],"['Text', 'Visual']",['Surprise'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_3558,,,,,,,,,,,['Yes'],"['Present, contribute']",['1'],"['Text', 'Visual']",['Silliness'],['Yes'],"['Present, contribute']",['1'],"['Text', 'Visual']",['Silliness'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_3610,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['2'],['Text'],"['Comparison', 'Sarcasm', 'Surprise']",,,,,,['Yes'],['Absent'],['2'],['Text'],"['Exaggeration', 'Sarcasm']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_3636,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],"['Present, contribute']",['1'],['Text'],['Exaggeration'],,,,,,['Yes'],"['Present, contribute']",['1'],['Text'],"['Exaggeration', 'Pun']",,,,,,,,,,,,,,,,['Yes'],['Absent'],['2'],"['Text', 'Visual']","['Exaggeration', 'Comparison']",,,,,,,,,,
smbc_3690,,,,,,,,,,,['Yes'],['Absent'],['2'],['Text'],"['Surprise', 'Dark']",['Yes'],['Absent'],['2'],['Text'],"['Comparison', 'Pun', 'Sarcasm', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_3747,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Comparison'],['Yes'],['Absent'],['1'],['Text'],['Comparison'],,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Comparison'],,,,,,,,,,
smbc_3796,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Silliness'],['Yes'],['Absent'],['1'],['Text'],['Silliness'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_3918,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Surprise'],['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Surprise'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_3971,,,,,,,,,,,['Yes'],['Absent'],['2'],"['Text', 'Visual']",['Pun'],['Yes'],['Absent'],['2'],"['Text', 'Visual']",['Pun'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_4065,,,,,,,,,,,['Yes'],['Absent'],['3'],"['Text', 'Visual']",['Surprise'],['Yes'],['Absent'],['3'],"['Text', 'Visual']",['Surprise'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_4102,,,,,,,,,,,['Yes'],['Absent'],['2'],['Text'],['Exaggeration'],['Yes'],['Absent'],['2'],['Text'],['Exaggeration'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_4159,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Silliness'],['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Silliness', 'Surprise', 'Dark']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_4290,,,,,,,,,,,['Yes'],['Absent'],['5'],"['Text', 'Visual']",['Surprise'],['Yes'],['Absent'],['5'],['Text'],"['Exaggeration', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_4364,,,,,,,,,,,['Yes'],['Absent'],['1'],['Visual'],['Dark'],['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Comparison', 'Sarcasm', 'Surprise', 'Dark']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_4473,,,,,,,,,,,['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Surprise', 'Dark']",['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Surprise', 'Dark']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_4546,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['1'],['Text'],"['Silliness', 'Surprise', 'Dark']",,,,,,['Yes'],['Absent'],['1'],['Text'],"['Silliness', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_4590,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['1'],['Text'],['Sarcasm'],,,,,,['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Sarcasm']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_4641,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Silliness'],['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Silliness'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_4789,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Dark'],['Yes'],['Absent'],['4'],['Text'],"['Comparison', 'Exaggeration', 'Surprise']",,,,,,['Yes'],['Absent'],['4'],"['Text', 'Visual']","['Comparison', 'Exaggeration']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_4889,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Surprise'],['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Personification', 'Silliness', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_5006,,,,,,,,,,,['Yes'],['Absent'],['5'],"['Text', 'Visual']","['Pun', 'Silliness']",['Yes'],['Absent'],['5'],['Text'],"['Personification', 'Exaggeration', 'Pun', 'Surprise', 'Dark']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_5128,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['No'],['Absent'],['NA'],['NA'],['NA'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_5202,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Surprise'],['Yes'],['Absent'],['1'],['Text'],"['Sarcasm', 'Surprise', 'Dark']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_5310,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Comparison', 'Silliness']",['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Silliness', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_5423,,,,,,,,,,,['Yes'],['Absent'],['3'],['Text'],"['Surprise', 'Dark']",['Yes'],['Absent'],['3'],['Text'],"['Surprise', 'Dark']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_5501,,,,,,,,,,,['Yes'],['Absent'],['5'],"['Text', 'Visual']",['Dark'],['Yes'],"['Present, contribute']",['6'],"['Text', 'Visual']","['Exaggeration', 'Surprise', 'Dark']",,,,,,['Yes'],['Absent'],['6'],"['Text', 'Visual']",['Exaggeration'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_5598,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['2'],['Text'],['Silliness'],,,,,,['Yes'],['Absent'],['2'],['Text'],"['Silliness', 'Exaggeration']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_5649,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Silliness', 'Surprise']",,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Silliness'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_5751,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],"['Comparison', 'Surprise']",['Yes'],['Absent'],['6'],"['Text', 'Visual']","['Comparison', 'Exaggeration', 'Silliness', 'Surprise']",,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Exaggeration'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_5818,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Surprise'],['Yes'],['Absent'],['1'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_5845,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Surprise'],['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_5879,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Surprise'],['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Surprise', 'Dark']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_5971,,,,,,,,,,,['Yes'],['Absent'],['2'],"['Text', 'Visual']",['Surprise'],['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Silliness', 'Surprise']",,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Silliness'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_6113,,,,,,,,,,,['Yes'],"['Present, contribute']",['4'],"['Text', 'Visual']",['Silliness'],['Yes'],"['Present, contribute']",['4'],"['Text', 'Visual']",['Silliness'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_6158,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Sarcasm'],['Yes'],['Absent'],['1'],['Text'],['Sarcasm'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_6235,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Surprise'],['Yes'],['Absent'],['1'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_6351,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['1'],['Text'],"['Comparison', 'Pun']",,,,,,['Yes'],['Absent'],['1'],['Text'],['Pun'],,,,,,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],,,,,,,,,,
smbc_6408,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Pun', 'Surprise']",,,,,,['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Pun']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_6448,,,,,,,,,,,['Yes'],['Absent'],['4'],['Text'],['Dark'],['Yes'],['Absent'],['4'],['Text'],['Dark'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_6533,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Surprise'],['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Exaggeration', 'Surprise', 'Dark']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_6609,,,,,,,,,,,['Yes'],['Absent'],['2'],"['Text', 'Visual']",['Surprise'],['Yes'],['Absent'],['2'],"['Text', 'Visual']",['Surprise'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_6753,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Comparison'],['Yes'],['Absent'],['1'],['Text'],"['Comparison', 'Exaggeration', 'Pun', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_6849,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['7'],['Text'],['Exaggeration'],,,,,,['Yes'],['Absent'],['7'],['Text'],"['Silliness', 'Exaggeration']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smbc_7078,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Silliness'],['Yes'],['Absent'],['1'],['Text'],['Silliness'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_2,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['No'],['Absent'],['NA'],['NA'],['NA'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_12,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Personification', 'Pun', 'Surprise']",,,,,,['Yes'],['Absent'],['3'],"['Text', 'Visual']","['Comparison', 'Pun']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_18,,,,,,,,,,,['Yes'],"['Present, contribute']",['3'],"['Text', 'Visual']","['Surprise', 'Pun']",['Yes'],"['Present, contribute']",['3'],"['Text', 'Visual']","['Pun', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],"['Present, contribute']",['3'],"['Text', 'Visual']","['Surprise', 'Pun']",,,,,,,,,,
xkcd_29,,,,,,,,,,,['Yes'],['Absent'],['2'],['Text'],"['Surprise', 'Dark']",['Yes'],['Absent'],['2'],['Text'],"['Surprise', 'Dark']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_35,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['No'],['Absent'],['NA'],['NA'],['NA'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_40,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['No'],['Absent'],['NA'],['NA'],['NA'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_49,,,,,,,,,,,['Yes'],['Absent'],['4'],['Text'],['Surprise'],['Yes'],['Absent'],['4'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_58,,,,,,,,,,,['Yes'],['Absent'],['3'],['Text'],['Surprise'],['Yes'],['Absent'],['3'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_71,,,,,,,,,,,['Yes'],['Absent'],['2'],['Text'],['Surprise'],['Yes'],['Absent'],['2'],['Text'],"['Surprise', 'Dark']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_84,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['1'],['Text'],['Surprise'],,,,,,['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_96,,,,,,,,,,,['Yes'],['Absent'],['2'],['Text'],"['Silliness', 'Pun']",['Yes'],['Absent'],['2'],['Text'],"['Silliness', 'Pun']",,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['2'],['Text'],"['Silliness', 'Exaggeration', 'Pun']",,,,,,,,,,
xkcd_109,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Comparison'],['Yes'],['Absent'],['1'],['Text'],['Comparison'],,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Comparison'],,,,,,,,,,
xkcd_122,,,,,,,,,,,['Yes'],['Absent'],['3'],['Text'],['Surprise'],['Yes'],['Absent'],['3'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_144,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['1'],['Text'],['Surprise'],,,,,,['Yes'],['Absent'],['1'],['Text'],"['Surprise', 'Dark']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_151,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Pun'],['Yes'],['Absent'],['1'],['Text'],['Pun'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_157,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Sarcasm'],['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Sarcasm', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_174,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Pun'],['Yes'],['Absent'],['1'],['Text'],['Pun'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_185,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['1'],['Text'],"['Surprise', 'Pun']",,,,,,['Yes'],['Absent'],['1'],['Text'],"['Surprise', 'Pun']",,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],"['Surprise', 'Pun']",,,,,,,,,,
xkcd_189,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Comparison'],['Yes'],['Absent'],['1'],['Text'],['Comparison'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_209,,,,,,,,,,,['Yes'],['Absent'],['4'],['Text'],"['Silliness', 'Surprise']",['Yes'],['Absent'],['4'],['Text'],['Surprise'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_233,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Pun'],['Yes'],['Absent'],['1'],['Text'],['Pun'],,,,,,,,,,,,,,,,,,,,,,,,,,['Yes'],['Absent'],['1'],['Text'],['Pun'],,,,,,,,,,
xkcd_238,,,,,,,,,,,['No'],['Absent'],['NA'],['NA'],['NA'],['Yes'],['Absent'],['1'],['Text'],['Exaggeration'],,,,,,['Yes'],['Absent'],['1'],['Text'],['Exaggeration'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_262,,,,,,,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Comparison'],['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Comparison', 'Surprise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkcd_285,,,,,,,,,,,['Yes'],['Absent'],['1'],['Visual'],['Comparison'],['Yes'],['Absent'],['1'],"['Text', 'Visual']","['Comparison', 'Surprise']",,,,,,['Yes'],['Absent'],['1'],"['Text', 'Visual']",['Pun'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
