comic_id,potentially_harmful
they_can_talk_269,non-harm
they_can_talk_270,non-harm
they_can_talk_271,non-harm
they_can_talk_272,non-harm
they_can_talk_273,non-harm
they_can_talk_274,non-harm
they_can_talk_275,non-harm
they_can_talk_276,non-harm
they_can_talk_277,non-harm
they_can_talk_278,non-harm
they_can_talk_279,non-harm
they_can_talk_280,non-harm
they_can_talk_281,non-harm
they_can_talk_282,non-harm
they_can_talk_284,non-harm
they_can_talk_285,non-harm
they_can_talk_286,non-harm
they_can_talk_287,non-harm
they_can_talk_288,non-harm
they_can_talk_289,non-harm
they_can_talk_290,non-harm
they_can_talk_291,non-harm
they_can_talk_292,non-harm
they_can_talk_293,non-harm
they_can_talk_294,non-harm
they_can_talk_295,non-harm
they_can_talk_296,non-harm
they_can_talk_297,non-harm
they_can_talk_298,non-harm
they_can_talk_299,non-harm
they_can_talk_300,non-harm
they_can_talk_301,non-harm
they_can_talk_302,non-harm
they_can_talk_303,non-harm
they_can_talk_304,non-harm
they_can_talk_305,non-harm
they_can_talk_306,non-harm
they_can_talk_307,non-harm
they_can_talk_308,non-harm
they_can_talk_309,non-harm
they_can_talk_310,non-harm
they_can_talk_311,non-harm
they_can_talk_312,non-harm
they_can_talk_313,non-harm
they_can_talk_314,non-harm
they_can_talk_316,non-harm
they_can_talk_317,non-harm
they_can_talk_318,non-harm
they_can_talk_319,non-harm
they_can_talk_320,non-harm
they_can_talk_321,non-harm
they_can_talk_322,non-harm
they_can_talk_324,non-harm
they_can_talk_325,non-harm
they_can_talk_326,non-harm
they_can_talk_327,non-harm
they_can_talk_328,non-harm
they_can_talk_329,non-harm
they_can_talk_330,non-harm
they_can_talk_331,non-harm
they_can_talk_333,non-harm
they_can_talk_334,non-harm
they_can_talk_335,non-harm
they_can_talk_336,non-harm
they_can_talk_337,non-harm
they_can_talk_338,non-harm
they_can_talk_340,non-harm
they_can_talk_341,non-harm
they_can_talk_343,non-harm
they_can_talk_344,non-harm
they_can_talk_345,non-harm
they_can_talk_346,non-harm
they_can_talk_347,non-harm
they_can_talk_349,non-harm
they_can_talk_350,non-harm
they_can_talk_351,non-harm
they_can_talk_352,non-harm
they_can_talk_353,non-harm
they_can_talk_354,non-harm
they_can_talk_355,non-harm
they_can_talk_356,non-harm
they_can_talk_357,non-harm
they_can_talk_358,non-harm
they_can_talk_359,non-harm
they_can_talk_360,non-harm
they_can_talk_361,non-harm
they_can_talk_362,non-harm
they_can_talk_363,non-harm
they_can_talk_364,non-harm
they_can_talk_365,non-harm
they_can_talk_366,non-harm
they_can_talk_367,non-harm
they_can_talk_368,non-harm
they_can_talk_369,non-harm
they_can_talk_370,non-harm
they_can_talk_372,non-harm
they_can_talk_374,non-harm
they_can_talk_375,non-harm
they_can_talk_376,non-harm
they_can_talk_377,non-harm
they_can_talk_378,non-harm
they_can_talk_379,non-harm
they_can_talk_380,non-harm
they_can_talk_381,non-harm
they_can_talk_382,non-harm
they_can_talk_383,non-harm
they_can_talk_384,non-harm
they_can_talk_385,non-harm
they_can_talk_386,non-harm
they_can_talk_387,non-harm
they_can_talk_388,non-harm
they_can_talk_389,non-harm
they_can_talk_390,non-harm
they_can_talk_391,non-harm
they_can_talk_392,non-harm
they_can_talk_393,non-harm
they_can_talk_394,non-harm
they_can_talk_395,non-harm
they_can_talk_396,non-harm
they_can_talk_397,non-harm
they_can_talk_398,non-harm
they_can_talk_399,non-harm
they_can_talk_400,non-harm
they_can_talk_401,non-harm
they_can_talk_402,non-harm
they_can_talk_403,non-harm
they_can_talk_404,non-harm
they_can_talk_405,non-harm
they_can_talk_406,non-harm
they_can_talk_407,non-harm
they_can_talk_408,non-harm
they_can_talk_409,non-harm
they_can_talk_410,non-harm
they_can_talk_411,non-harm
they_can_talk_412,non-harm
they_can_talk_414,non-harm
they_can_talk_415,non-harm
they_can_talk_416,non-harm
they_can_talk_417,non-harm
they_can_talk_418,non-harm
they_can_talk_419,non-harm
they_can_talk_420,non-harm
they_can_talk_421,non-harm
they_can_talk_422,non-harm
they_can_talk_423,non-harm
they_can_talk_424,non-harm
they_can_talk_425,non-harm
they_can_talk_426,non-harm
they_can_talk_428,non-harm
xkcd_1,non-harm
xkcd_2,non-harm
xkcd_6,non-harm
xkcd_9,non-harm
xkcd_11,non-harm
xkcd_12,non-harm
xkcd_13,non-harm
xkcd_14,non-harm
xkcd_15,non-harm
xkcd_18,non-harm
xkcd_19,non-harm
xkcd_22,non-harm
xkcd_26,non-harm
xkcd_29,non-harm
xkcd_30,non-harm
xkcd_32,non-harm
xkcd_33,non-harm
xkcd_35,non-harm
xkcd_36,non-harm
xkcd_38,harm
xkcd_39,non-harm
xkcd_40,non-harm
xkcd_42,harm
xkcd_44,non-harm
xkcd_45,non-harm
xkcd_49,non-harm
xkcd_51,non-harm
xkcd_53,harm
xkcd_57,non-harm
xkcd_58,non-harm
xkcd_60,non-harm
xkcd_64,non-harm
xkcd_69,non-harm
xkcd_71,non-harm
xkcd_73,non-harm
xkcd_78,non-harm
xkcd_82,non-harm
xkcd_84,non-harm
xkcd_86,non-harm
xkcd_88,non-harm
xkcd_92,non-harm
xkcd_96,non-harm
xkcd_100,non-harm
xkcd_101,harm
xkcd_108,non-harm
xkcd_109,non-harm
xkcd_115,non-harm
xkcd_118,non-harm
xkcd_119,non-harm
xkcd_122,non-harm
xkcd_131,non-harm
xkcd_134,non-harm
xkcd_138,non-harm
xkcd_144,non-harm
xkcd_147,non-harm
xkcd_149,non-harm
xkcd_150,non-harm
xkcd_151,non-harm
xkcd_152,non-harm
xkcd_154,non-harm
xkcd_156,non-harm
xkcd_157,non-harm
xkcd_161,non-harm
xkcd_167,non-harm
xkcd_171,non-harm
xkcd_174,non-harm
xkcd_178,non-harm
xkcd_181,non-harm
xkcd_182,non-harm
xkcd_185,non-harm
xkcd_186,harm
xkcd_187,non-harm
xkcd_188,non-harm
xkcd_189,non-harm
xkcd_191,non-harm
xkcd_198,non-harm
xkcd_203,non-harm
xkcd_209,non-harm
xkcd_213,non-harm
xkcd_220,non-harm
xkcd_221,non-harm
xkcd_233,non-harm
xkcd_234,non-harm
xkcd_236,non-harm
xkcd_237,non-harm
xkcd_238,non-harm
xkcd_240,non-harm
xkcd_250,non-harm
xkcd_259,non-harm
xkcd_262,non-harm
xkcd_272,non-harm
xkcd_274,non-harm
xkcd_275,harm
xkcd_285,non-harm
xkcd_291,harm
xkcd_301,non-harm
xkcd_302,non-harm
xkcd_303,non-harm
xkcd_305,non-harm
xkcd_307,non-harm
xkcd_310,non-harm
xkcd_317,harm
xkcd_325,non-harm
xkcd_326,non-harm
xkcd_331,non-harm
xkcd_333,non-harm
xkcd_336,non-harm
xkcd_338,non-harm
xkcd_340,non-harm
xkcd_349,non-harm
xkcd_350,non-harm
xkcd_355,non-harm
xkcd_363,non-harm
xkcd_373,non-harm
xkcd_376,non-harm
xkcd_382,non-harm
xkcd_386,non-harm
xkcd_387,non-harm
xkcd_389,non-harm
xkcd_390,non-harm
xkcd_396,non-harm
xkcd_398,harm
xkcd_400,non-harm
xkcd_403,non-harm
xkcd_407,non-harm
xkcd_410,non-harm
xkcd_411,non-harm
xkcd_414,non-harm
xkcd_415,non-harm
xkcd_416,non-harm
xkcd_418,non-harm
xkcd_422,non-harm
xkcd_427,non-harm
xkcd_431,non-harm
xkcd_447,non-harm
xkcd_449,non-harm
xkcd_455,non-harm
xkcd_459,non-harm
xkcd_464,non-harm
xkcd_470,non-harm
xkcd_473,non-harm
xkcd_479,non-harm
xkcd_480,non-harm
xkcd_490,non-harm
xkcd_502,non-harm
xkcd_503,non-harm
xkcd_506,non-harm
xkcd_508,non-harm
xkcd_512,non-harm
xkcd_519,non-harm
xkcd_523,non-harm
xkcd_532,non-harm
xkcd_538,non-harm
xkcd_543,non-harm
xkcd_550,non-harm
xkcd_560,non-harm
xkcd_570,non-harm
xkcd_586,non-harm
xkcd_595,non-harm
xkcd_607,non-harm
xkcd_616,non-harm
xkcd_629,non-harm
xkcd_630,non-harm
xkcd_668,non-harm
xkcd_673,non-harm
xkcd_677,non-harm
xkcd_680,non-harm
xkcd_685,non-harm
xkcd_688,non-harm
xkcd_695,non-harm
xkcd_700,non-harm
xkcd_705,non-harm
xkcd_707,non-harm
xkcd_708,non-harm
xkcd_709,non-harm
xkcd_712,non-harm
xkcd_713,non-harm
xkcd_724,non-harm
xkcd_742,non-harm
xkcd_760,non-harm
xkcd_766,non-harm
xkcd_767,non-harm
xkcd_770,non-harm
xkcd_775,harm
xkcd_795,non-harm
xkcd_800,non-harm
xkcd_805,non-harm
xkcd_807,non-harm
xkcd_809,non-harm
xkcd_810,non-harm
xkcd_828,non-harm
xkcd_838,non-harm
xkcd_840,non-harm
xkcd_845,non-harm
xkcd_857,harm
xkcd_859,non-harm
xkcd_870,non-harm
xkcd_888,non-harm
xkcd_889,non-harm
xkcd_895,non-harm
xkcd_898,non-harm
xkcd_904,non-harm
xkcd_910,non-harm
xkcd_927,non-harm
xkcd_950,non-harm
xkcd_951,non-harm
xkcd_957,non-harm
xkcd_958,non-harm
xkcd_964,non-harm
xkcd_998,non-harm
xkcd_1003,non-harm
xkcd_1038,non-harm
xkcd_1088,non-harm
xkcd_1090,non-harm
xkcd_1130,non-harm
xkcd_1134,non-harm
xkcd_1139,non-harm
xkcd_1158,non-harm
xkcd_1164,non-harm
xkcd_1207,non-harm
xkcd_1220,non-harm
xkcd_1221,non-harm
xkcd_1224,non-harm
xkcd_1235,non-harm
xkcd_1239,non-harm
xkcd_1248,non-harm
xkcd_1259,non-harm
xkcd_1263,non-harm
xkcd_1264,non-harm
xkcd_1266,non-harm
xkcd_1278,non-harm
xkcd_1280,non-harm
xkcd_1327,non-harm
xkcd_1328,non-harm
xkcd_1336,non-harm
xkcd_1338,non-harm
xkcd_1355,non-harm
xkcd_1366,non-harm
xkcd_1383,non-harm
xkcd_1385,non-harm
xkcd_1403,non-harm
xkcd_1416,non-harm
xkcd_1439,non-harm
xkcd_1441,non-harm
xkcd_1444,non-harm
xkcd_1446,non-harm
xkcd_1459,non-harm
xkcd_1483,non-harm
xkcd_1494,non-harm
xkcd_1496,non-harm
xkcd_1510,non-harm
xkcd_1513,non-harm
xkcd_1516,non-harm
xkcd_1521,non-harm
xkcd_1527,non-harm
xkcd_1534,non-harm
xkcd_1545,non-harm
xkcd_1548,non-harm
xkcd_1550,non-harm
xkcd_1560,non-harm
xkcd_1569,non-harm
xkcd_1570,non-harm
xkcd_1614,non-harm
xkcd_1617,non-harm
xkcd_1631,non-harm
xkcd_1632,non-harm
xkcd_1635,non-harm
xkcd_1637,non-harm
xkcd_1659,non-harm
xkcd_1662,non-harm
xkcd_1668,non-harm
xkcd_1669,non-harm
xkcd_1672,non-harm
xkcd_1677,non-harm
xkcd_1683,non-harm
xkcd_1684,non-harm
xkcd_1695,non-harm
xkcd_1706,non-harm
xkcd_1710,non-harm
xkcd_1712,non-harm
xkcd_1715,harm
xkcd_1721,non-harm
xkcd_1731,non-harm
xkcd_1745,non-harm
xkcd_1747,non-harm
xkcd_1761,non-harm
xkcd_1766,non-harm
xkcd_1793,non-harm
xkcd_1829,non-harm
xkcd_1839,non-harm
xkcd_1891,non-harm
xkcd_1893,non-harm
xkcd_1897,non-harm
xkcd_1900,non-harm
xkcd_1910,non-harm
xkcd_1919,non-harm
xkcd_1927,non-harm
xkcd_1936,non-harm
xkcd_1954,non-harm
xkcd_1973,non-harm
xkcd_1977,non-harm
xkcd_1995,non-harm
xkcd_2006,non-harm
xkcd_2008,non-harm
xkcd_2025,non-harm
xkcd_2038,non-harm
xkcd_2041,non-harm
xkcd_2061,non-harm
xkcd_2064,non-harm
xkcd_2072,non-harm
xkcd_2096,non-harm
xkcd_2098,non-harm
xkcd_2104,non-harm
xkcd_2114,non-harm
xkcd_2115,non-harm
xkcd_2129,non-harm
xkcd_2131,non-harm
xkcd_2134,non-harm
xkcd_2140,non-harm
xkcd_2142,non-harm
xkcd_2154,non-harm
xkcd_2162,non-harm
xkcd_2166,non-harm
xkcd_2171,non-harm
xkcd_2174,non-harm
xkcd_2189,non-harm
xkcd_2204,non-harm
xkcd_2205,non-harm
xkcd_2216,non-harm
xkcd_2261,non-harm
xkcd_2268,non-harm
xkcd_2271,non-harm
xkcd_2284,non-harm
xkcd_2289,non-harm
xkcd_2293,non-harm
xkcd_2297,non-harm
xkcd_2300,non-harm
xkcd_2308,non-harm
xkcd_2311,non-harm
xkcd_2315,non-harm
xkcd_2316,non-harm
xkcd_2320,non-harm
xkcd_2336,non-harm
xkcd_2337,non-harm
xkcd_2341,non-harm
xkcd_2353,non-harm
xkcd_2362,non-harm
xkcd_2367,non-harm
xkcd_2371,non-harm
xkcd_2373,non-harm
xkcd_2374,non-harm
xkcd_2382,non-harm
xkcd_2393,non-harm
xkcd_2397,non-harm
xkcd_2408,non-harm
xkcd_2423,non-harm
xkcd_2429,non-harm
xkcd_2444,non-harm
xkcd_2453,non-harm
xkcd_2455,non-harm
xkcd_2481,non-harm
xkcd_2538,non-harm
xkcd_2550,non-harm
xkcd_2572,non-harm
xkcd_2591,non-harm
xkcd_2592,non-harm
xkcd_2598,non-harm
xkcd_2599,non-harm
xkcd_2603,non-harm
xkcd_2604,non-harm
xkcd_2609,non-harm
xkcd_2628,non-harm
xkcd_2631,non-harm
xkcd_2650,non-harm
xkcd_2678,non-harm
xkcd_2703,non-harm
xkcd_2713,non-harm
xkcd_2716,non-harm
xkcd_2721,non-harm
xkcd_2726,non-harm
xkcd_2734,non-harm
xkcd_2768,non-harm
xkcd_2786,non-harm
xkcd_2792,non-harm
xkcd_2797,non-harm
xkcd_2802,non-harm
xkcd_2853,non-harm
xkcd_2855,non-harm
xkcd_2859,non-harm
xkcd_2873,non-harm
xkcd_2883,non-harm
xkcd_2885,non-harm
xkcd_2921,non-harm
xkcd_2925,non-harm
xkcd_2953,non-harm
xkcd_2956,non-harm
xkcd_2961,non-harm
xkcd_2965,non-harm
xkcd_2966,non-harm
xkcd_2968,non-harm
