comic_id,Q1,Q2,Q3,Q4,Q5
phdcomics_854,['Yes'],['Absent'],['4'],['Text'],"['Exaggeration', 'Comparison']"
phdcomics_859,['Yes'],['Absent'],['2'],['Text'],['Surprise']
phdcomics_869,['Yes'],['Absent'],['2'],['Text'],['Exaggeration']
phdcomics_873,['Yes'],['Absent'],['3'],['Both'],['Exaggeration']
phdcomics_876,['Yes'],"['Present, contribute']",['1'],['Visual'],"['Pun', 'Surprise']"
phdcomics_890,['Yes'],['Absent'],['1'],['Both'],['Sarcasm']
phdcomics_907,['Yes'],['Absent'],['2'],['Text'],['Exaggeration']
phdcomics_909,['Yes'],['Absent'],['1'],['Visual'],['Exaggeration']
phdcomics_912,['Yes'],['Absent'],['3'],['Text'],"['Surprise', 'Sarcasm']"
phdcomics_913,['Yes'],"['Present, do not contribute']",['3'],['Text'],['Silliness']
phdcomics_916,['Yes'],['Absent'],['4'],['Text'],"['Surprise', 'Exaggeration']"
phdcomics_921,['Yes'],['Absent'],['2'],['Text'],['Sarcasm']
phdcomics_922,['Yes'],"['Present, contribute']",['2'],['Visual'],['Surprise']
phdcomics_924,['Yes'],['Absent'],['3'],['Text'],['Sarcasm']
phdcomics_925,['Yes'],"['Present, contribute']",['4'],['Both'],['Comparison']
phdcomics_934,['Yes'],['Absent'],['1'],['Visual'],['Comparison']
phdcomics_935,['Yes'],['Absent'],['2'],['Text'],['Surprise']
phdcomics_936,['Yes'],['Absent'],['3'],['Text'],['Silliness']
phdcomics_938,['Yes'],"['Present, contribute']",['1'],['Both'],['Comparison']
phdcomics_942,['Yes'],['Absent'],['3'],['Text'],['Sarcasm']
phdcomics_951,['Yes'],"['Present, contribute']",['3'],['Text'],['Comparison']
phdcomics_965,['Yes'],['Absent'],['2'],['Text'],['Silliness']
phdcomics_971,['Yes'],"['Present, contribute']",['3'],['Both'],['Exaggeration']
phdcomics_972,['Yes'],['Absent'],['4'],['Text'],"['Comparison', 'Exaggeration']"
phdcomics_975,['Yes'],['Absent'],['1'],['Text'],['Surprise']
phdcomics_980,['Yes'],['Absent'],['2'],['Visual'],"['Exaggeration', 'Personification']"
phdcomics_992,['Yes'],['Absent'],['4'],['Text'],['Pun']
phdcomics_995,['Yes'],['Absent'],['3'],['Visual'],['Silliness']
phdcomics_996,['Yes'],"['Present, do not contribute']",['3'],['Text'],['Surprise']
phdcomics_1001,['Yes'],['Absent'],['4'],['Visual'],['Exaggeration']
phdcomics_1005,['Yes'],['Absent'],['4'],['Text'],['Sarcasm']
phdcomics_1006,['Yes'],['Absent'],['1'],['Both'],"['Comparison', 'Exaggeration']"
phdcomics_1007,['Yes'],['Absent'],['4'],['Text'],"['Surprise', 'Sarcasm']"
phdcomics_1010,['Yes'],['Absent'],['2'],['Both'],"['Surprise', 'Personification', 'Exaggeration']"
phdcomics_1011,['Yes'],['Absent'],['1'],['Both'],['Exaggeration']
phdcomics_1012,['Yes'],['Absent'],['3'],['Both'],['Exaggeration']
phdcomics_1016,['Yes'],['Absent'],['2'],['Text'],"['Surprise', 'Sarcasm']"
phdcomics_1020,['Yes'],['Absent'],['1'],['Visual'],"['Exaggeration', 'Surprise']"
phdcomics_1021,['Yes'],['Absent'],['2'],['Both'],['Surprise']
phdcomics_1022,['Yes'],['Absent'],['2'],['Text'],['Sarcasm']
phdcomics_1028,['Yes'],['Absent'],['2'],['Text'],['Surprise']
phdcomics_1031,['Yes'],['Absent'],['2'],['Text'],['Sarcasm']
phdcomics_1035,['Yes'],['Absent'],['4'],['Text'],['Exaggeration']
phdcomics_1041,['Yes'],['Absent'],['2'],['Both'],['Surprise']
phdcomics_1043,['Yes'],['Absent'],['4'],['Text'],['Pun']
phdcomics_1047,['Yes'],['Absent'],['1'],['Both'],['Comparison']
phdcomics_1051,['Yes'],['Absent'],['1'],['Text'],['Pun']
phdcomics_1053,['Yes'],['Absent'],['1'],['Text'],['Silliness']
phdcomics_1057,['Yes'],"['Present, contribute']",['4'],['Both'],['Comparison']
phdcomics_1062,['Yes'],"['Present, contribute']",['2'],['Both'],['Comparison']
phdcomics_1065,['Yes'],['Absent'],['2'],['Text'],"['Surprise', 'Sarcasm']"
phdcomics_1073,['Yes'],"['Present, do not contribute']",['4'],['Text'],['Surprise']
phdcomics_1081,['Yes'],['Absent'],['3'],['Text'],['Surprise']
phdcomics_1088,['Yes'],['Absent'],['2'],['Text'],['Exaggeration']
phdcomics_1096,['Yes'],['Absent'],['3'],['Text'],['Exaggeration']
phdcomics_1101,['Yes'],['Absent'],['2'],['Text'],['Sarcasm']
phdcomics_1107,['Yes'],['Absent'],['1'],['Both'],['Silliness']
phdcomics_1110,['Yes'],['Absent'],['2'],['Text'],"['Surprise', 'Exaggeration']"
phdcomics_1123,['Yes'],"['Present, contribute']",['2'],['Both'],['Exaggeration']
phdcomics_1125,['Yes'],['Absent'],['3'],['Text'],['Sarcasm']
phdcomics_1135,['Yes'],['Absent'],['6'],['Text'],['Surprise']
phdcomics_1140,['Yes'],"['Present, contribute']",['3'],['Text'],['Exaggeration']
phdcomics_1147,['Yes'],['Absent'],['2'],['Both'],['Comparison']
phdcomics_1152,['Yes'],['Absent'],['4'],['Text'],['Silliness']
phdcomics_1154,['Yes'],"['Present, contribute']",['4'],['Text'],['Exaggeration']
phdcomics_1159,['Yes'],['Absent'],['3'],['Text'],['Silliness']
phdcomics_1161,['Yes'],['Absent'],['2'],['Both'],['Comparison']
phdcomics_1163,['Yes'],['Absent'],['4'],['Both'],['Sarcasm']
phdcomics_1172,['Yes'],['Absent'],['2'],['Text'],"['Exaggeration', 'Comparison', 'Pun']"
phdcomics_1177,['Yes'],['Absent'],['1'],['Both'],"['Surprise', 'Silliness']"
phdcomics_1181,['Yes'],['Absent'],['4'],['Text'],['Comparison']
phdcomics_1193,['Yes'],['Absent'],['4'],['Text'],['Exaggeration']
phdcomics_1224,['Yes'],['Absent'],['2'],['Text'],"['Surprise', 'Exaggeration']"
phdcomics_1235,['Yes'],['Absent'],['3'],['Visual'],['Silliness']
phdcomics_1240,['Yes'],['Absent'],['1'],['Text'],['Pun']
phdcomics_1250,['Yes'],['Absent'],['3'],['Text'],['Sarcasm']
phdcomics_1255,['Yes'],['Absent'],['2'],['Text'],"['Surprise', 'Sarcasm']"
phdcomics_1261,['Yes'],['Absent'],['4'],['Text'],['Silliness']
phdcomics_1268,['Yes'],['Absent'],['2'],['Text'],"['Comparison', 'Exaggeration']"
phdcomics_1270,['Yes'],['Absent'],['2'],['Text'],['Exaggeration']
phdcomics_1276,['Yes'],['Absent'],['4'],['Visual'],['Exaggeration']
phdcomics_1285,['Yes'],"['Present, do not contribute']",['3'],['Both'],['Exaggeration']
phdcomics_1286,['Yes'],['Absent'],['3'],['Both'],['Comparison']
phdcomics_1289,['Yes'],['Absent'],['4'],['Text'],['Sarcasm']
phdcomics_1290,['Yes'],['Absent'],['3'],['Visual'],['Surprise']
phdcomics_1294,['Yes'],['Absent'],['4'],['Text'],['Surprise']
phdcomics_1300,['Yes'],"['Present, contribute']",['3'],['Both'],"['Comparison', 'Exaggeration']"
phdcomics_1303,['Yes'],['Absent'],['2'],['Text'],"['Exaggeration', 'Sarcasm']"
phdcomics_1309,['Yes'],['Absent'],['4'],['Visual'],"['Surprise', 'Comparison', 'Silliness']"
phdcomics_1318,['Yes'],['Absent'],['1'],['Text'],['Comparison']
phdcomics_1320,['Yes'],['Absent'],['1'],['Both'],['Exaggeration']
phdcomics_1321,['Yes'],['Absent'],['3'],['Text'],['Exaggeration']
phdcomics_1325,['Yes'],"['Present, contribute']",['2'],['Both'],"['Comparison', 'Exaggeration']"
phdcomics_1327,['Yes'],['Absent'],['1'],['Both'],"['Surprise', 'Silliness']"
phdcomics_1330,['Yes'],['Absent'],['4'],['Text'],['Surprise']
phdcomics_1331,['Yes'],"['Present, contribute']",['1'],['Text'],['Surprise']
phdcomics_1338,['Yes'],"['Present, contribute']",['1'],['Text'],['Comparison']
phdcomics_1339,['Yes'],['Absent'],['1'],['Both'],"['Surprise', 'Exaggeration']"
phdcomics_1340,['Yes'],['Absent'],['4'],['Both'],['Surprise']
phdcomics_1351,['Yes'],['Absent'],['5'],['Text'],"['Silliness', 'Exaggeration', 'Sarcasm']"
phdcomics_1355,['Yes'],['Absent'],['4'],['Text'],['Exaggeration']
phdcomics_1364,['Yes'],['Absent'],['1'],['Both'],"['Sarcasm', 'Comparison', 'Exaggeration', 'Dark']"
phdcomics_1366,['Yes'],['Absent'],['4'],['Text'],['Surprise']
phdcomics_1368,['Yes'],['Absent'],['1'],['Visual'],['Silliness']
phdcomics_1372,['Yes'],['Absent'],['1'],['Text'],['Surprise']
phdcomics_1374,['Yes'],['Absent'],['3'],['Text'],['Sarcasm']
phdcomics_1380,['Yes'],"['Present, contribute']",['1'],['Visual'],['Surprise']
phdcomics_1383,['Yes'],"['Present, contribute']",['1'],['Text'],['Exaggeration']
phdcomics_1384,['Yes'],['Absent'],['2'],['Text'],"['Exaggeration', 'Comparison']"
phdcomics_1391,['Yes'],['Absent'],['2'],['Text'],['Silliness']
phdcomics_1404,['Yes'],['Absent'],['2'],['Text'],['Comparison']
phdcomics_1412,['Yes'],['Absent'],['2'],['Text'],['Sarcasm']
phdcomics_1416,['Yes'],['Absent'],['2'],['Visual'],['Comparison']
phdcomics_1420,['Yes'],['Absent'],['4'],['Both'],['Personification']
phdcomics_1425,['Yes'],['Absent'],['3'],['Text'],['Exaggeration']
phdcomics_1435,['Yes'],['Absent'],['4'],['Text'],['Exaggeration']
phdcomics_1439,['Yes'],['Absent'],['2'],['Text'],['Surprise']
phdcomics_1441,['Yes'],['Absent'],['3'],['Text'],['Surprise']
phdcomics_1445,['Yes'],['Absent'],['2'],['Text'],['Surprise']
phdcomics_1450,['Yes'],['Absent'],['2'],['Text'],['Comparison']
phdcomics_1455,['Yes'],"['Present, contribute']",['3'],['Text'],['Surprise']
phdcomics_1456,['Yes'],"['Present, contribute']",['3'],['Both'],['Comparison']
phdcomics_1457,['Yes'],['Absent'],['3'],['Text'],['Pun']
phdcomics_1459,['Yes'],['Absent'],['3'],['Visual'],['Exaggeration']
phdcomics_1463,['Yes'],['Absent'],['1'],['Text'],['Sarcasm']
phdcomics_1467,['Yes'],['Absent'],['1'],['Text'],['Surprise']
phdcomics_1471,['Yes'],['Absent'],['3'],['Both'],['Comparison']
phdcomics_1472,['Yes'],['Absent'],['2'],['Text'],['Exaggeration']
phdcomics_1481,['Yes'],['Absent'],['2'],['Visual'],['Comparison']
phdcomics_1484,['Yes'],['Absent'],['2'],['Visual'],['Comparison']
phdcomics_1486,['Yes'],['Absent'],['1'],['Text'],['Surprise']
phdcomics_1492,['Yes'],['Absent'],['1'],['Text'],['Comparison']
phdcomics_1495,['Yes'],['Absent'],['1'],['Both'],['Exaggeration']
phdcomics_1497,['Yes'],['Absent'],['4'],['Text'],['Surprise']
phdcomics_1507,['Yes'],['Absent'],['4'],['Both'],"['Surprise', 'Pun']"
phdcomics_1512,['Yes'],['Absent'],['3'],['Both'],['Silliness']
phdcomics_1514,['Yes'],"['Present, do not contribute']",['4'],['Text'],['Surprise']
phdcomics_1523,['Yes'],['Absent'],['2'],['Text'],"['Surprise', 'Silliness']"
phdcomics_1534,['Yes'],['Absent'],['4'],['Visual'],['Exaggeration']
phdcomics_1541,['Yes'],['Absent'],['4'],['Text'],"['Surprise', 'Exaggeration']"
phdcomics_1557,['Yes'],['Absent'],['3'],['Both'],['Exaggeration']
phdcomics_1562,['Yes'],['Absent'],['2'],['Text'],['Surprise']
phdcomics_1566,['Yes'],['Absent'],['3'],['Text'],['Surprise']
phdcomics_1571,['Yes'],"['Present, do not contribute']",['1'],['Text'],"['Surprise', 'Sarcasm']"
phdcomics_1574,['Yes'],['Absent'],['2'],['Text'],['Comparison']
phdcomics_1576,['Yes'],['Absent'],['3'],['Visual'],['Exaggeration']
phdcomics_1581,['Yes'],['Absent'],['4'],['Text'],"['Surprise', 'Exaggeration']"
phdcomics_1593,['Yes'],['Absent'],['4'],['Text'],['Silliness']
phdcomics_1595,['Yes'],['Absent'],['6'],['Both'],['Comparison']
phdcomics_1598,['Yes'],['Absent'],['2'],['Text'],['Sarcasm']
phdcomics_1602,['Yes'],['Absent'],['1'],['Both'],"['Surprise', 'Pun']"
phdcomics_1603,['Yes'],['Absent'],['3'],['Text'],['Pun']
phdcomics_1606,['Yes'],['Absent'],['1'],['Text'],['Surprise']
phdcomics_1613,['Yes'],['Absent'],['3'],['Text'],['Surprise']
phdcomics_1618,['Yes'],['Absent'],['3'],['Text'],"['Surprise', 'Exaggeration']"
phdcomics_1624,['Yes'],['Absent'],['3'],['Text'],['Sarcasm']
phdcomics_1629,['Yes'],['Absent'],['2'],['Text'],['Surprise']
phdcomics_1633,['Yes'],['Absent'],['1'],['Text'],['Surprise']
phdcomics_1636,['Yes'],['Absent'],['2'],['Text'],['Exaggeration']
phdcomics_1640,['Yes'],"['Present, contribute']",['4'],['Text'],"['Silliness', 'Pun']"
phdcomics_1641,['Yes'],['Absent'],['3'],['Text'],['Pun']
phdcomics_1642,['Yes'],['Absent'],['2'],['Visual'],"['Comparison', 'Silliness']"
phdcomics_1647,['Yes'],['Absent'],['2'],['Text'],['Exaggeration']
phdcomics_1648,['Yes'],['Absent'],['3'],['Text'],['Sarcasm']
phdcomics_1655,['Yes'],['Absent'],['3'],['Text'],['Surprise']
phdcomics_1656,['Yes'],['Absent'],['2'],['Visual'],['Surprise']
phdcomics_1660,['Yes'],['Absent'],['4'],['Text'],"['Comparison', 'Exaggeration']"
phdcomics_1662,['Yes'],['Absent'],['4'],['Text'],['Pun']
phdcomics_1668,['Yes'],['Absent'],['1'],['Text'],['Dark']
phdcomics_1672,['Yes'],['Absent'],['1'],['Both'],['Comparison']
phdcomics_1676,['Yes'],"['Present, contribute']",['1'],['Both'],['Exaggeration']
phdcomics_1678,['Yes'],['Absent'],['1'],['Text'],"['Pun', 'Sarcasm']"
phdcomics_1682,['Yes'],['Absent'],['2'],['Text'],['Surprise']
phdcomics_1687,['Yes'],['Absent'],['2'],['Text'],['Surprise']
phdcomics_1688,['Yes'],['Absent'],['1'],['Text'],"['Surprise', 'Sarcasm']"
phdcomics_1692,['Yes'],['Absent'],['2'],['Text'],['Sarcasm']
phdcomics_1695,['Yes'],"['Present, contribute']",['2'],['Both'],['Exaggeration']
phdcomics_1697,['Yes'],['Absent'],['3'],['Text'],['Surprise']
phdcomics_1700,['Yes'],['Absent'],['1'],['Text'],"['Surprise', 'Exaggeration']"
phdcomics_1703,['Yes'],['Absent'],['2'],['Text'],['Sarcasm']
phdcomics_1706,['Yes'],['Absent'],['2'],['Text'],"['Exaggeration', 'Comparison']"
phdcomics_1711,['Yes'],['Absent'],['1'],['Text'],"['Sarcasm', 'Surprise']"
phdcomics_1717,['Yes'],"['Present, contribute']",['2'],['Text'],['Exaggeration']
phdcomics_1723,['Yes'],['Absent'],['3'],['Text'],['Sarcasm']
phdcomics_1734,['Yes'],['Absent'],['1'],['Both'],['Comparison']
phdcomics_1736,['Yes'],['Absent'],['2'],['Text'],['Comparison']
phdcomics_1740,['Yes'],"['Present, contribute']",['4'],['Both'],['Exaggeration']
phdcomics_1746,['Yes'],['Absent'],['2'],['Text'],['Sarcasm']
phdcomics_1750,['Yes'],['Absent'],['1'],['Text'],['Surprise']
phdcomics_1753,['Yes'],['Absent'],['4'],['Text'],"['Surprise', 'Exaggeration']"
phdcomics_1756,['Yes'],['Absent'],['2'],['Text'],['Pun']
phdcomics_1759,['Yes'],['Absent'],['2'],['Visual'],['Exaggeration']
phdcomics_1762,['Yes'],['Absent'],['1'],['Both'],['Pun']
phdcomics_1765,['Yes'],['Absent'],['2'],['Both'],['Comparison']
phdcomics_1771,['Yes'],['Absent'],['1'],['Both'],['Sarcasm']
phdcomics_1773,['Yes'],['Absent'],['2'],['Text'],['Sarcasm']
phdcomics_1779,['Yes'],['Absent'],['1'],['Text'],"['Pun', 'Surprise']"
phdcomics_1780,['Yes'],['Absent'],['1'],['Both'],"['Exaggeration', 'Surprise']"
phdcomics_1786,['Yes'],"['Present, do not contribute']",['3'],['Text'],"['Sarcasm', 'Surprise']"
phdcomics_1789,['Yes'],['Absent'],['2'],['Text'],['Pun']
phdcomics_1793,['Yes'],['Absent'],['1'],['Both'],['Comparison']
phdcomics_1796,['Yes'],['Absent'],['1'],['Both'],['Silliness']
phdcomics_1803,['Yes'],"['Present, contribute']",['3'],['Text'],"['Silliness', 'Comparison']"
phdcomics_1806,['Yes'],['Absent'],['1'],['Text'],['Silliness']
phdcomics_1810,['Yes'],"['Present, contribute']",['4'],['Visual'],['Surprise']
phdcomics_1812,['Yes'],['Absent'],['2'],['Text'],['Comparison']
phdcomics_1816,['Yes'],['Absent'],['3'],['Text'],"['Exaggeration', 'Surprise']"
phdcomics_1820,['Yes'],['Absent'],['2'],['Text'],['Pun']
phdcomics_1827,['Yes'],['Absent'],['3'],['Visual'],['Surprise']
phdcomics_1832,['Yes'],['Absent'],['3'],['Both'],['Personification']
phdcomics_1836,['Yes'],['Absent'],['2'],['Text'],['Surprise']
phdcomics_1839,['Yes'],['Absent'],['2'],['Text'],['Sarcasm']
phdcomics_1843,['Yes'],['Absent'],['1'],['Text'],['Surprise']
phdcomics_1847,['Yes'],['Absent'],['4'],['Text'],['Surprise']
phdcomics_1854,['Yes'],['Absent'],['1'],['Text'],['Comparison']
phdcomics_1862,['Yes'],['Absent'],['4'],['Text'],['Silliness']
phdcomics_1872,['Yes'],"['Present, contribute']",['2'],['Both'],"['Surprise', 'Exaggeration']"
phdcomics_1877,['Yes'],['Absent'],['1'],['Text'],['Pun']
phdcomics_1878,['Yes'],['Absent'],['4'],['Text'],['Comparison']
phdcomics_1883,['Yes'],"['Present, contribute']",['2'],['Both'],['Sarcasm']
phdcomics_1890,['Yes'],['Absent'],['1'],['Text'],['Surprise']
phdcomics_1891,['Yes'],['Absent'],['1'],['Text'],['Pun']
phdcomics_1901,['Yes'],['Absent'],['1'],['Text'],['Comparison']
phdcomics_1910,['Yes'],['Absent'],['3'],['Both'],['Silliness']
phdcomics_1919,['Yes'],['Absent'],['1'],['Visual'],['Comparison']
phdcomics_1924,['Yes'],['Absent'],['1'],['Both'],"['Comparison', 'Exaggeration', 'Silliness']"
phdcomics_1936,['Yes'],['Absent'],['1'],['Text'],['Comparison']
phdcomics_1941,['Yes'],['Absent'],['4'],['Text'],"['Exaggeration', 'Sarcasm']"
phdcomics_1944,['Yes'],"['Present, contribute']",['3'],['Visual'],"['Comparison', 'Exaggeration']"
phdcomics_1948,['Yes'],['Absent'],['3'],['Visual'],['Exaggeration']
phdcomics_1952,['Yes'],['Absent'],['1'],['Text'],['Surprise']
phdcomics_1953,['Yes'],['Absent'],['4'],['Text'],['Silliness']
phdcomics_1956,['Yes'],['Absent'],['4'],['Text'],"['Personification', 'Surprise']"
phdcomics_1957,['Yes'],['Absent'],['3'],['Both'],['Personification']
phdcomics_1961,['Yes'],['Absent'],['1'],['Text'],['Sarcasm']
phdcomics_1968,['Yes'],['Absent'],['4'],['Visual'],['Silliness']
phdcomics_1972,['Yes'],"['Present, contribute']",['2'],['Text'],['Exaggeration']
phdcomics_1977,['Yes'],['Absent'],['3'],['Both'],['Silliness']
phdcomics_1978,['Yes'],['Absent'],['4'],['Text'],['Surprise']
phdcomics_1979,['Yes'],['Absent'],['1'],['Text'],['Pun']
phdcomics_1982,['Yes'],['Absent'],['3'],['Text'],['Comparison']
phdcomics_1997,['Yes'],['Absent'],['1'],['Text'],['Silliness']
phdcomics_2000,['Yes'],['Absent'],['3'],['Text'],['Surprise']
phdcomics_2001,['Yes'],"['Present, do not contribute']",['1'],['Text'],['Surprise']
phdcomics_2003,['Yes'],"['Present, contribute']",['3'],['Both'],"['Exaggeration', 'Comparison']"
phdcomics_2004,['Yes'],['Absent'],['3'],['Text'],['Surprise']
phdcomics_2007,['Yes'],['Absent'],['1'],['Both'],['Exaggeration']
phdcomics_2015,['Yes'],['Absent'],['2'],['Text'],['Exaggeration']
phdcomics_2016,['Yes'],['Absent'],['4'],['Both'],['Exaggeration']
phdcomics_2018,['Yes'],['Absent'],['4'],['Text'],['Silliness']
phdcomics_2019,['Yes'],['Absent'],['2'],['Text'],['Surprise']
phdcomics_2024,['Yes'],['Absent'],['1'],['Both'],['Surprise']
phdcomics_2026,['Yes'],['Absent'],['3'],['Text'],"['Silliness', 'Surprise']"
phdcomics_2030,['Yes'],['Absent'],['3'],['Both'],['Surprise']
phdcomics_2031,['Yes'],['Absent'],['1'],['Both'],['Exaggeration']
phdcomics_2038,['Yes'],['Absent'],['1'],['Text'],['Comparison']
phdcomics_2045,['Yes'],['Absent'],['3'],['Text'],['Surprise']
smbc_2,['Yes'],['Absent'],['1'],['Text'],['Surprise']
smbc_3,['Yes'],['Absent'],['1'],['Text'],['Surprise']
smbc_5,['Yes'],['Absent'],['1'],['Text'],['Exaggeration']
smbc_6,['Yes'],['Absent'],['1'],['Text'],"['Personification', 'Surprise']"
smbc_7,['Yes'],['Absent'],['1'],['Text'],"['Personification', 'Exaggeration', 'Silliness']"
smbc_8,['Yes'],"['Present, contribute']",['2'],['Both'],"['Surprise', 'Exaggeration']"
smbc_9,['Yes'],['Absent'],['1'],['Text'],['Dark']
smbc_11,['Yes'],['Absent'],['1'],['Text'],['Surprise']
smbc_14,['Yes'],['Absent'],['5'],['Both'],"['Silliness', 'Surprise']"
smbc_16,['Yes'],['Absent'],['3'],['Text'],['Surprise']
smbc_18,['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Sarcasm']"
smbc_22,['Yes'],"['Present, contribute']",['1'],['Text'],['Comparison']
smbc_24,['Yes'],['Absent'],['2'],['Text'],"['Surprise', 'Exaggeration']"
smbc_28,['Yes'],['Absent'],['2'],['Text'],"['Exaggeration', 'Comparison']"
smbc_33,['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Dark']"
smbc_36,['Yes'],"['Present, contribute']",['1'],['Text'],"['Silliness', 'Personification', 'Comparison']"
smbc_77,['Yes'],['Absent'],['1'],['Text'],['Silliness']
smbc_80,['Yes'],['Absent'],['4'],['Both'],['Surprise']
smbc_120,['Yes'],['Absent'],['1'],['Text'],['Sarcasm']
smbc_126,['Yes'],['Absent'],['1'],['Text'],['Exaggeration']
smbc_143,['Yes'],['Absent'],['6'],['Text'],"['Personification', 'Exaggeration', 'Dark']"
smbc_151,['Yes'],['Absent'],['2'],['Both'],['Exaggeration']
smbc_156,['Yes'],['Absent'],['1'],['Text'],['Personification']
smbc_181,['Yes'],['Absent'],['1'],['Both'],['Dark']
smbc_197,['Yes'],['Absent'],['1'],['Visual'],['Silliness']
smbc_253,['Yes'],['Absent'],['3'],['Text'],"['Surprise', 'Exaggeration']"
smbc_265,['Yes'],['Absent'],['2'],['Text'],['Silliness']
smbc_280,['Yes'],['Absent'],['7'],['Text'],['Dark']
smbc_295,['Yes'],['Absent'],['3'],['Text'],"['Surprise', 'Exaggeration']"
smbc_297,['Yes'],['Absent'],['1'],['Text'],['Surprise']
smbc_300,['Yes'],['Absent'],['1'],['Both'],['Silliness']
smbc_318,['Yes'],['Absent'],['7'],['Visual'],['Comparison']
smbc_322,['Yes'],['Absent'],['1'],['Both'],['Exaggeration']
smbc_335,['Yes'],['Absent'],['3'],['Text'],['Surprise']
smbc_345,['Yes'],"['Present, contribute']",['5'],['Both'],"['Exaggeration', 'Silliness']"
smbc_349,['Yes'],['Absent'],['1'],['Text'],['Dark']
smbc_368,['Yes'],['Absent'],['3'],['Text'],['Silliness']
smbc_370,['Yes'],['Absent'],['3'],['Text'],['Personification']
smbc_428,['Yes'],['Absent'],['2'],['Both'],['Silliness']
smbc_474,['Yes'],['Absent'],['1'],['Text'],"['Exaggeration', 'Comparison']"
smbc_482,['Yes'],['Absent'],['1'],['Visual'],['Exaggeration']
smbc_496,['Yes'],['Absent'],['1'],['Text'],['Sarcasm']
smbc_504,['Yes'],['Absent'],['3'],['Text'],['Exaggeration']
smbc_584,['Yes'],['Absent'],['1'],['Text'],['Comparison']
smbc_596,['Yes'],['Absent'],['10'],['Visual'],['Exaggeration']
smbc_601,['Yes'],"['Present, contribute']",['15'],['Both'],['Dark']
smbc_628,['Yes'],['Absent'],['4'],['Text'],['Surprise']
smbc_634,['Yes'],['Absent'],['1'],['Text'],['Comparison']
smbc_659,['Yes'],['Absent'],['1'],['Text'],['Silliness']
smbc_677,['Yes'],['Absent'],['4'],['Text'],['Surprise']
smbc_684,['Yes'],['Absent'],['1'],['Text'],['Surprise']
smbc_705,['Yes'],['Absent'],['2'],['Text'],['Comparison']
smbc_708,['Yes'],['Absent'],['1'],['Text'],"['Silliness', 'Exaggeration', 'Pun']"
smbc_744,['Yes'],['Absent'],['6'],['Both'],['Comparison']
smbc_758,['Yes'],['Absent'],['4'],['Text'],"['Silliness', 'Surprise']"
smbc_774,['Yes'],['Absent'],['1'],['Both'],['Dark']
smbc_784,['Yes'],['Absent'],['1'],['Text'],"['Surprise', 'Comparison', 'Exaggeration']"
smbc_791,['Yes'],['Absent'],['1'],['Text'],"['Surprise', 'Pun']"
smbc_795,['Yes'],['Absent'],['1'],['Text'],['Exaggeration']
smbc_806,['Yes'],['Absent'],['7'],['Text'],"['Surprise', 'Dark']"
smbc_807,['Yes'],"['Present, contribute']",['1'],['Both'],['Silliness']
smbc_811,['Yes'],['Absent'],['1'],['Text'],"['Surprise', 'Personification']"
smbc_815,['Yes'],['Absent'],['1'],['Both'],"['Exaggeration', 'Silliness', 'Surprise']"
smbc_834,['Yes'],['Absent'],['1'],['Text'],['Comparison']
smbc_857,['Yes'],['Absent'],['1'],['Text'],['Exaggeration']
smbc_866,['Yes'],['Absent'],['2'],['Both'],"['Comparison', 'Surprise']"
smbc_890,['Yes'],['Absent'],['1'],['Text'],['Exaggeration']
smbc_906,['Yes'],['Absent'],['8'],['Text'],['Exaggeration']
smbc_934,['Yes'],['Absent'],['1'],['Text'],"['Silliness', 'Exaggeration', 'Dark']"
smbc_943,['Yes'],"['Present, contribute']",['7'],['Text'],['Surprise']
smbc_960,['Yes'],['Absent'],['1'],['Both'],['Exaggeration']
smbc_961,['Yes'],['Absent'],['1'],['Text'],['Dark']
smbc_995,['Yes'],['Absent'],['2'],['Text'],"['Surprise', 'Exaggeration']"
smbc_998,['Yes'],['Absent'],['2'],['Both'],"['Surprise', 'Dark']"
smbc_1017,['Yes'],['Absent'],['2'],['Text'],"['Silliness', 'Comparison']"
smbc_1025,['Yes'],['Absent'],['1'],['Text'],['Surprise']
smbc_1052,['Yes'],['Absent'],['1'],['Text'],['Silliness']
smbc_1075,['Yes'],['Absent'],['7'],['Text'],['Surprise']
smbc_1107,['Yes'],['Absent'],['1'],['Text'],['Silliness']
smbc_1112,['Yes'],['Absent'],['1'],['Text'],['Surprise']
smbc_1119,['Yes'],['Absent'],['3'],['Text'],"['Exaggeration', 'Surprise', 'Personification']"
smbc_1121,['Yes'],['Absent'],['2'],['Both'],['Comparison']
smbc_1122,['Yes'],['Absent'],['1'],['Text'],"['Surprise', 'Exaggeration', 'Sarcasm']"
smbc_1135,['Yes'],['Absent'],['1'],['Text'],['Comparison']
smbc_1175,['Yes'],['Absent'],['1'],['Text'],"['Silliness', 'Comparison']"
smbc_1180,['Yes'],['Absent'],['1'],['Both'],"['Exaggeration', 'Silliness']"
smbc_1194,['Yes'],['Absent'],['1'],['Text'],['Silliness']
smbc_1208,['Yes'],['Absent'],['1'],['Text'],['Comparison']
smbc_1252,['Yes'],['Absent'],['1'],['Text'],['Silliness']
smbc_1261,['Yes'],['Absent'],['1'],['Text'],['Silliness']
smbc_1263,['Yes'],"['Present, contribute']",['2'],['Text'],['Exaggeration']
